Molecule,Manufacturer,Product,MIDAS Corporation,Corporation,ATC4,ATC3,ATC2,ATC1,Total Market,Market,Molecule Combination Type,Launch Year,Strength,Pack,Launch Date,Retail Price,NFC1,NFC2,NFC3,2022 LC Value,2022 Units,2023 LC Value,2023 Units,2024 LC Value,2024 Units,2025 LC Value,2025 Units,2026 LC Value,2026 Units
2;4-DICHLOROBENZYL ALCOHOL,SPASO,JOYSILS,SPASO,SPASO*,R02A0 PHARYNGEAL PREPARATIONS,R02A PHARYNGEAL PREPARATIONS,R02 PHARYNGEAL PREPARATIONS,R0 RESPIRATORY SYSTEM,TOTAL MARKET,PRIVATE MARKET,COMBI,2024.0,0000,STBRR LZNG 24,202409,24.0,K ORAL TOPICAL,KD ORAL TOP SOLID SPEC FORMS,KDE ORAL TOP LOZENGES,,,120024.0,5001.0,100608.0,4192.0,47712.0,1988.0,,
2-HYDROXY-4-METHYLTHIOBUTYRIC ACID,FRESENIUS KABI,KETOSTERIL,FRESENIUS,FRESENIUS KABI*,A16A0 OTHER METABOLIC PRODUCTS,A16A OTHER METABOLIC PRODUCTS,A16 OTHER METABOLIC PRODUCTS,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,LPO,COMBI,2001.0,0000,FILM C.TABS 100,200109,161.0,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,32200.0,200.0,23184.0,144.0,21252.0,132.0,32039.0,199.0,21735.0,135.0
2-HYDROXY-4-METHYLTHIOBUTYRIC ACID,FRESENIUS KABI,KETOSTERIL,FRESENIUS,FRESENIUS KABI*,A16A0 OTHER METABOLIC PRODUCTS,A16A OTHER METABOLIC PRODUCTS,A16 OTHER METABOLIC PRODUCTS,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,COMBI,2001.0,0000,FILM C.TABS 100,200109,161.0,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,363699.0,2259.0,395899.0,2459.0,625485.0,3885.0,617435.0,3835.0,104006.0,646.0
2-PHENOXYETHANOL,SCHULKE & MAYR,OCTENISEPT,SCHUELKE,SCHULKE & MAYR*,D08A0 ANTISEPTICS+DISINFECTANTS,D08A ANTISEPTICS+DISINFECTANTS,D08 ANTISEPTICS+DISINFECTANTS,D0 DERMATOLOGICALS,TOTAL MARKET,LPO,COMBI,2016.0,0000,GEL WOUND 1 20 ML,201611,30.0,M TOPIC DERMATOL HAEMOR EXTERN,MV TOP EXT GELS/SOLS,MVA TOP EXT GELS/SOLS,,,,,,,90.0,3.0,,
2-PHENOXYETHANOL,SCHULKE & MAYR,OCTENISEPT,SCHUELKE,SCHULKE & MAYR*,D08A0 ANTISEPTICS+DISINFECTANTS,D08A ANTISEPTICS+DISINFECTANTS,D08 ANTISEPTICS+DISINFECTANTS,D0 DERMATOLOGICALS,TOTAL MARKET,PRIVATE MARKET,COMBI,2016.0,0000,GEL WOUND 1 20 ML,201611,30.0,M TOPIC DERMATOL HAEMOR EXTERN,MV TOP EXT GELS/SOLS,MVA TOP EXT GELS/SOLS,,,,,180.0,6.0,34320.0,1144.0,9060.0,302.0
2-PHENOXYETHANOL,SCHULKE & MAYR,OCTENISEPT,SCHUELKE,SCHULKE & MAYR*,G01D0 GYNAECOLOGIC ANTISEPTICS,G01D GYNAECOLOGIC ANTISEPTICS,G01 GYNAE ANTI-INFECTIVES,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,LPO,COMBI,2012.0,0000,VAG.SOLUT. 1 50 ML,201202,74.5,T VAGINAL,TG VAGINAL LIQUIDS,TGA VAGINAL LIQUIDS,,,26820.0,360.0,,,,,,
2-PHENOXYETHANOL,SCHULKE & MAYR,OCTENISEPT,SCHUELKE,SCHULKE & MAYR*,G01D0 GYNAECOLOGIC ANTISEPTICS,G01D GYNAECOLOGIC ANTISEPTICS,G01 GYNAE ANTI-INFECTIVES,G0 G.U.SYSTEM & SEX HORMONES,TOTAL MARKET,PRIVATE MARKET,COMBI,2012.0,0000,VAG.SOLUT. 1 50 ML,201202,74.5,T VAGINAL,TG VAGINAL LIQUIDS,TGA VAGINAL LIQUIDS,314766.0,4225.0,90223.0,1211.0,,,,,,
2-PHENOXYETHANOL,SCHULKE & MAYR,TERRALIN,SCHUELKE,SCHULKE & MAYR*,D08A0 ANTISEPTICS+DISINFECTANTS,D08A ANTISEPTICS+DISINFECTANTS,D08 ANTISEPTICS+DISINFECTANTS,D0 DERMATOLOGICALS,TOTAL MARKET,PRIVATE MARKET,COMBI,2020.0,0000,PRT DST SLT 1 5 ML,202003,228.0,M TOPIC DERMATOL HAEMOR EXTERN,MZ TOP EXT MEDICAL AIDS,MZY TOP EXT OTHER MEDICAL AIDS,5244.0,23.0,228.0,1.0,,,,,,
2-PROPANOL,ARTSANA,COMFORT ICE,ARTSANA,ARTSANA,M02A0 TOP A-RHEUMATICS & ANALG,M02A TOP A-RHEUMATICS & ANALG,M02 ANTIRHEUMATICS TOPICAL,M0 MUSCULO-SKELETAL SYSTEM,TOTAL MARKET,PRIVATE MARKET,COMBI,2009.0,0000,SPRAY 1 150 ML,200901,18.0,M TOPIC DERMATOL HAEMOR EXTERN,MH TOP EXT PRESS AEROSOLS,MHA TOP EXT PRESSURISED AEROSOLS,47736.0,2652.0,110844.0,6158.0,89802.0,4989.0,84222.0,4679.0,,
2-PROPANOL,ARTSANA,COMFORT ICE,ARTSANA,ARTSANA,M02A0 TOP A-RHEUMATICS & ANALG,M02A TOP A-RHEUMATICS & ANALG,M02 ANTIRHEUMATICS TOPICAL,M0 MUSCULO-SKELETAL SYSTEM,TOTAL MARKET,PRIVATE MARKET,COMBI,2009.0,0000,SPRAY 1 400 ML,200906,24.0,M TOPIC DERMATOL HAEMOR EXTERN,MH TOP EXT PRESS AEROSOLS,MHA TOP EXT PRESSURISED AEROSOLS,48504.0,2021.0,103704.0,4321.0,97344.0,4056.0,83616.0,3484.0,,
2-PROPANOL,BAYER CONSUMER,BEPANTHEN,BAYER,BAYER HEALTHCARE,D02A0 EMOLLIENTS & PROTECTIVES,D02A EMOLLIENTS & PROTECTIVES,D02 EMOLLIENTS & PROTECTIVES,D0 DERMATOLOGICALS,TOTAL MARKET,PRIVATE MARKET,COMBI,2023.0,0000,RGN NG FC C 1 50 ML,202301,105.0,M TOPIC DERMATOL HAEMOR EXTERN,MT TOP EXT CREAMS,MTA TOP EXT CREAMS N O S,,,1196370.0,11394.0,815955.0,7771.0,520590.0,4958.0,306180.0,2916.0
2-PROPANOL,FARMAC-ZABBAN,FRIGOFAST,FARMAC-ZABBAN,FARMAC-ZABBAN,N01B9 ANAESTH LOCAL OTHERS,N01B ANAESTHETICS. LOCAL,N01 ANAESTHETICS,N0 NERVOUS SYSTEM,TOTAL MARKET,PRIVATE MARKET,COMBI,2021.0,0000,SPRAY 1 200 ML,202102,40.0,M TOPIC DERMATOL HAEMOR EXTERN,MH TOP EXT PRESS AEROSOLS,MHA TOP EXT PRESSURISED AEROSOLS,237600.0,5940.0,,,,,560.0,14.0,,
2-PROPANOL,FARMAC-ZABBAN,FRIGOFAST,FARMAC-ZABBAN,FARMAC-ZABBAN,N01B9 ANAESTH LOCAL OTHERS,N01B ANAESTHETICS. LOCAL,N01 ANAESTHETICS,N0 NERVOUS SYSTEM,TOTAL MARKET,PRIVATE MARKET,COMBI,2021.0,0000,SPRAY 1 400 ML,202102,55.0,M TOPIC DERMATOL HAEMOR EXTERN,MH TOP EXT PRESS AEROSOLS,MHA TOP EXT PRESSURISED AEROSOLS,150535.0,2737.0,,,,,,,,
2-PROPANOL,GREEN CROSS,ISOPROPYL ALCOHOL,GREEN CROSS INC,GREEN CROSS,D08A0 ANTISEPTICS+DISINFECTANTS,D08A ANTISEPTICS+DISINFECTANTS,D08 ANTISEPTICS+DISINFECTANTS,D0 DERMATOLOGICALS,TOTAL MARKET,PRIVATE MARKET,MONO,2014.0,0040%,SOLUT. 40 % 1 500 ML,201407,6.0,M TOPIC DERMATOL HAEMOR EXTERN,MG TOP EXT LIQUIDS,MGA TOP EXT LIQUIDS,,,2664.0,444.0,8064.0,1344.0,834.0,139.0,,
2-PROPANOL,MEDPHARMA,RUBBING ALCOHOL MR,MEDPHARMA,MEDPHARMA,D08A0 ANTISEPTICS+DISINFECTANTS,D08A ANTISEPTICS+DISINFECTANTS,D08 ANTISEPTICS+DISINFECTANTS,D0 DERMATOLOGICALS,TOTAL MARKET,PRIVATE MARKET,MONO,2007.0,0070%,STER.SPIRIT 70 % 1 500 ML,200708,21.0,M TOPIC DERMATOL HAEMOR EXTERN,MG TOP EXT LIQUIDS,MGA TOP EXT LIQUIDS,,,,,,,28707.0,1367.0,34713.0,1653.0
2-PROPANOL,MEDPHARMA,RUBBING ALCOHOL MR,MEDPHARMA,MEDPHARMA,D08A0 ANTISEPTICS+DISINFECTANTS,D08A ANTISEPTICS+DISINFECTANTS,D08 ANTISEPTICS+DISINFECTANTS,D0 DERMATOLOGICALS,TOTAL MARKET,PRIVATE MARKET,MONO,2008.0,0070%,STER.SPIRIT 70 % 1 200 ML,200807,10.0,M TOPIC DERMATOL HAEMOR EXTERN,MG TOP EXT LIQUIDS,MGA TOP EXT LIQUIDS,2030.0,203.0,280.0,28.0,,,,,,
2-PROPANOL,REXSOL,REXSOL,REXSOL,REXSOL*,D11A0 OTHER DERMATOLOGICAL PREP,D11A OTHER DERMATOLOGICAL PREP,D11 OTHER DERMATOLOGICAL PREP,D0 DERMATOLOGICALS,TOTAL MARKET,PRIVATE MARKET,COMBI,2012.0,0000,BMP X SL 1 150 ML,201208,95.0,M TOPIC DERMATOL HAEMOR EXTERN,MG TOP EXT LIQUIDS,MGA TOP EXT LIQUIDS,51775.0,545.0,61465.0,647.0,64220.0,676.0,7505.0,79.0,,
4-AMINOBUTYRIC ACID,ENZYMEDICA,TWO DAILY,ENZYMEDICA,ENZYMEDICA,A11A4 MVIT + MIN OTHERS,A11A MULTIVITAMINS + MINERALS,A11 VITAMINS,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,COMBI,2016.0,0000,CAPS 60,201611,189.0,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,91854.0,486.0,62748.0,332.0,,,,,,
4-AMINOBUTYRIC ACID,ENZYMEDICA,WOMENS,ENZYMEDICA,ENZYMEDICA,A11A4 MVIT + MIN OTHERS,A11A MULTIVITAMINS + MINERALS,A11 VITAMINS,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,PRIVATE MARKET,COMBI,2016.0,0000,CAPS 60,201611,189.0,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,47439.0,251.0,32319.0,171.0,5670.0,30.0,,,,
4-AMINOBUTYRIC ACID,NOW INTERNATIONAL,GABA,NOW FOODS,NOW INTERNATIONAL*,N06E0 NEUROTONICS & MISCEL PROD,N06E NEUROTONICS & MISCEL PROD,N06 PSYCHOANALEPTICS,N0 NERVOUS SYSTEM,TOTAL MARKET,LPO,MONO,2013.0,0750MG,CAPS 750 MG 100,201301,185.0,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,,,,,,,56245.0,305.0,,
4-AMINOBUTYRIC ACID,NOW INTERNATIONAL,GABA,NOW FOODS,NOW INTERNATIONAL*,N06E0 NEUROTONICS & MISCEL PROD,N06E NEUROTONICS & MISCEL PROD,N06 PSYCHOANALEPTICS,N0 NERVOUS SYSTEM,TOTAL MARKET,PRIVATE MARKET,MONO,2013.0,0750MG,CAPS 750 MG 100,201301,185.0,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,325872.0,2263.0,321984.0,2236.0,311410.0,2140.0,385580.0,2488.0,138750.0,750.0
ABACAVIR,GLAXOSMITHKLINE RX,KIVEXA,GSK,GLAXOSMITHKLINE,J05C1 NUCLEOS/T REV.TR.INH.,J05C HIV ANTIVIRALS,J05 ANTIVIRALS SYSTEMIC USE,J0 SYSTEMIC ANTI-INFECTIVES,TOTAL MARKET,LPO,COMBI,2019.0,0300MG,F.C.T 600MG/ 300 MG 30,201909,2851.45,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,131166.0,46.0,,,,,,,,
ABACAVIR,GLAXOSMITHKLINE RX,ZIAGEN,GSK,GLAXOSMITHKLINE,J05C1 NUCLEOS/T REV.TR.INH.,J05C HIV ANTIVIRALS,J05 ANTIVIRALS SYSTEMIC USE,J0 SYSTEMIC ANTI-INFECTIVES,TOTAL MARKET,LPO,MONO,2004.0,0300MG,FILM C.TABS 300 MG 60,200402,1320.0,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,56760.0,43.0,68640.0,52.0,31680.0,24.0,26400.0,20.0,,
ABACAVIR,VIIV HEALTHCARE,TRIUMEQ,GSK,VIIV HEALTHCARE,J05C8 HIV A-VIRAL MULTICL COMB,J05C HIV ANTIVIRALS,J05 ANTIVIRALS SYSTEMIC USE,J0 SYSTEMIC ANTI-INFECTIVES,TOTAL MARKET,LPO,COMBI,2018.0,0300MG,FCT 50/600 300 MG 30,201801,5724.0,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,1774440.0,310.0,2175120.0,380.0,1648512.0,288.0,601020.0,105.0,,
ABACAVIR,VIIV HEALTHCARE,TRIUMEQ,GSK,VIIV HEALTHCARE,J05C8 HIV A-VIRAL MULTICL COMB,J05C HIV ANTIVIRALS,J05 ANTIVIRALS SYSTEMIC USE,J0 SYSTEMIC ANTI-INFECTIVES,TOTAL MARKET,PRIVATE MARKET,COMBI,2018.0,0300MG,FCT 50/600 300 MG 30,201801,5724.0,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,45792.0,8.0,62964.0,11.0,17172.0,3.0,68688.0,12.0,,
ABATACEPT,BRISTOL MYERS SQUI,ORENCIA,BRISTOL-MYERS SQB.,BRISTOL MYERS SQU*,M01C0 SPEC ANTIRHEUMATIC AGENT,M01C SPEC ANTIRHEUMATIC AGENT,M01 ANTIRHEUMATIC SYSTEM,M0 MUSCULO-SKELETAL SYSTEM,TOTAL MARKET,LPO,MONO,2009.0,0250MG,V.INF & SYRI 250 MG 1,200904,2054.5,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQD PARENT ORD INF DRY VIAL/BOTTLE,2629761.0,1280.0,3092023.0,1505.0,3689882.0,1796.0,6816832.0,3318.0,1518276.0,739.0
ABATACEPT,BRISTOL MYERS SQUI,ORENCIA,BRISTOL-MYERS SQB.,BRISTOL MYERS SQU*,M01C0 SPEC ANTIRHEUMATIC AGENT,M01C SPEC ANTIRHEUMATIC AGENT,M01 ANTIRHEUMATIC SYSTEM,M0 MUSCULO-SKELETAL SYSTEM,TOTAL MARKET,LPO,MONO,2014.0,0125MG,PREF.SYR S.C 125 MG 4 1 ML,201409,7947.0,F PARENTERAL ORDINARY,FN P ORD PRE-FILLED SYRINGS,FNE PARENT ORD SC P/FILLED SYRINGE,2217213.0,279.0,2002644.0,252.0,2090061.0,263.0,3266217.0,411.0,921852.0,116.0
ABATACEPT,BRISTOL MYERS SQUI,ORENCIA,BRISTOL-MYERS SQB.,BRISTOL MYERS SQU*,M01C0 SPEC ANTIRHEUMATIC AGENT,M01C SPEC ANTIRHEUMATIC AGENT,M01 ANTIRHEUMATIC SYSTEM,M0 MUSCULO-SKELETAL SYSTEM,TOTAL MARKET,PRIVATE MARKET,MONO,2009.0,0250MG,V.INF & SYRI 250 MG 1,200904,2054.5,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQD PARENT ORD INF DRY VIAL/BOTTLE,4441832.0,2162.0,4312398.0,2099.0,4567156.0,2223.0,4252818.0,2070.0,982052.0,478.0
ABATACEPT,BRISTOL MYERS SQUI,ORENCIA,BRISTOL-MYERS SQB.,BRISTOL MYERS SQU*,M01C0 SPEC ANTIRHEUMATIC AGENT,M01C SPEC ANTIRHEUMATIC AGENT,M01 ANTIRHEUMATIC SYSTEM,M0 MUSCULO-SKELETAL SYSTEM,TOTAL MARKET,PRIVATE MARKET,MONO,2014.0,0125MG,PREF.SYR S.C 125 MG 4 1 ML,201409,7947.0,F PARENTERAL ORDINARY,FN P ORD PRE-FILLED SYRINGS,FNE PARENT ORD SC P/FILLED SYRINGE,985428.0,124.0,1184103.0,149.0,1597347.0,201.0,2399994.0,302.0,572184.0,72.0
ABEMACICLIB,ELI LILLY,VERZENIO,LILLY,ELI LILLY,L01H5 PKI A-NEOPLASTIC CDK 4/6,L01H PROTEIN KINASE INH A-NEO,L01 ANTINEOPLASTICS,L0 ANTINEOPLAST+IMMUNOMODUL,TOTAL MARKET,LPO,MONO,2019.0,0050MG,FILM C.TABS 50 MG 14,201909,7050.0,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,274950.0,39.0,155100.0,22.0,1304250.0,185.0,4328700.0,614.0,253800.0,36.0
ABEMACICLIB,ELI LILLY,VERZENIO,LILLY,ELI LILLY,L01H5 PKI A-NEOPLASTIC CDK 4/6,L01H PROTEIN KINASE INH A-NEO,L01 ANTINEOPLASTICS,L0 ANTINEOPLAST+IMMUNOMODUL,TOTAL MARKET,LPO,MONO,2019.0,0100MG,FILM C.TABS 100 MG 14,201904,7050.0,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,1593300.0,226.0,4963200.0,704.0,6824400.0,968.0,9827700.0,1394.0,1804800.0,256.0
ABEMACICLIB,ELI LILLY,VERZENIO,LILLY,ELI LILLY,L01H5 PKI A-NEOPLASTIC CDK 4/6,L01H PROTEIN KINASE INH A-NEO,L01 ANTINEOPLASTICS,L0 ANTINEOPLAST+IMMUNOMODUL,TOTAL MARKET,LPO,MONO,2019.0,0150MG,FILM C.TABS 150 MG 14,201904,7050.0,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,6972450.0,989.0,16222050.0,2301.0,20924400.0,2968.0,13127100.0,1862.0,585150.0,83.0
ABEMACICLIB,ELI LILLY,VERZENIO,LILLY,ELI LILLY,L01H5 PKI A-NEOPLASTIC CDK 4/6,L01H PROTEIN KINASE INH A-NEO,L01 ANTINEOPLASTICS,L0 ANTINEOPLAST+IMMUNOMODUL,TOTAL MARKET,PRIVATE MARKET,MONO,2019.0,0050MG,FILM C.TABS 50 MG 14,201909,7050.0,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,521700.0,74.0,2643750.0,375.0,3235950.0,459.0,5781000.0,820.0,2798850.0,397.0
ABEMACICLIB,ELI LILLY,VERZENIO,LILLY,ELI LILLY,L01H5 PKI A-NEOPLASTIC CDK 4/6,L01H PROTEIN KINASE INH A-NEO,L01 ANTINEOPLASTICS,L0 ANTINEOPLAST+IMMUNOMODUL,TOTAL MARKET,PRIVATE MARKET,MONO,2019.0,0100MG,FILM C.TABS 100 MG 14,201904,7050.0,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,8904150.0,1263.0,14501850.0,2057.0,26895750.0,3815.0,41087400.0,5828.0,10899300.0,1546.0
ABEMACICLIB,ELI LILLY,VERZENIO,LILLY,ELI LILLY,L01H5 PKI A-NEOPLASTIC CDK 4/6,L01H PROTEIN KINASE INH A-NEO,L01 ANTINEOPLASTICS,L0 ANTINEOPLAST+IMMUNOMODUL,TOTAL MARKET,PRIVATE MARKET,MONO,2019.0,0150MG,FILM C.TABS 150 MG 14,201904,7050.0,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,9334200.0,1324.0,20578950.0,2919.0,26853450.0,3809.0,31830750.0,4515.0,8777250.0,1245.0
ABEMACICLIB,ELI LILLY,VERZENIO,LILLY,ELI LILLY,L01H5 PKI A-NEOPLASTIC CDK 4/6,L01H PROTEIN KINASE INH A-NEO,L01 ANTINEOPLASTICS,L0 ANTINEOPLAST+IMMUNOMODUL,TOTAL MARKET,PRIVATE MARKET,MONO,2019.0,0200MG,FILM C.TABS 200 MG 14,201905,7050.0,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,,,,,,,,,,
ABIES SPECTABILIS,CAPRO LABS,BRONCOF,CAPRO LABS,CAPRO LABS,R05F0 OTHER COUGH & COLD PREPS,R05F OTHER COUGH & COLD PREPS,R05 COUGH & COLD PREPARATIONS,R0 RESPIRATORY SYSTEM,TOTAL MARKET,PRIVATE MARKET,COMBI,2023.0,0000,COUGH SYRUP 1 150 ML,202306,29.0,D ORAL LIQUID ORDINARY,DG ORAL L ORD LIQUIDS,DGM ORAL L ORD SYRUPS,1326750.0,45750.0,1249987.0,43103.0,1169454.0,40326.0,445933.0,15377.0,285998.0,9862.0
ABIRATERONE ACETATE,HIKMA,ABREMIA,HIKMA PHARMA,HIKMA PLC,L02B2 CYTO ANTI-ANDROGENS,L02B CYTO HORMONE ANTAGONISTS,L02 CYTOSATIC HORMONE THERAPY,L0 ANTINEOPLAST+IMMUNOMODUL,TOTAL MARKET,LPO,MONO,2024.0,0250MG,TABLET 250 MG 120,202401,10121.5,A ORAL SOLID ORDINARY,AA ORAL S ORD TABLETS,AAA ORAL S ORD TABLETS,,,,,,,1123487.0,111.0,70851.0,7.0
ABIRATERONE ACETATE,HIKMA,ABREMIA,HIKMA PHARMA,HIKMA PLC,L02B2 CYTO ANTI-ANDROGENS,L02B CYTO HORMONE ANTAGONISTS,L02 CYTOSATIC HORMONE THERAPY,L0 ANTINEOPLAST+IMMUNOMODUL,TOTAL MARKET,PRIVATE MARKET,MONO,2024.0,0250MG,TABLET 250 MG 120,202401,10121.5,A ORAL SOLID ORDINARY,AA ORAL S ORD TABLETS,AAA ORAL S ORD TABLETS,,,,,627536.0,62.0,536441.0,53.0,91094.0,9.0
ABIRATERONE ACETATE,JANSSEN,ZYTIGA,JOHNSON & JOHNSON,JOHNSON & JOHNSON*,L02B2 CYTO ANTI-ANDROGENS,L02B CYTO HORMONE ANTAGONISTS,L02 CYTOSATIC HORMONE THERAPY,L0 ANTINEOPLAST+IMMUNOMODUL,TOTAL MARKET,LPO,MONO,2012.0,0250MG,TABS 250 MG 120,201212,20243.5,A ORAL SOLID ORDINARY,AA ORAL S ORD TABLETS,AAA ORAL S ORD TABLETS,6012323.0,297.0,6073053.0,300.0,8239108.0,407.0,2085082.0,103.0,404870.0,20.0
ABIRATERONE ACETATE,JANSSEN,ZYTIGA,JOHNSON & JOHNSON,JOHNSON & JOHNSON*,L02B2 CYTO ANTI-ANDROGENS,L02B CYTO HORMONE ANTAGONISTS,L02 CYTOSATIC HORMONE THERAPY,L0 ANTINEOPLAST+IMMUNOMODUL,TOTAL MARKET,LPO,MONO,2021.0,0500MG,TABS 500 MG 60,202106,20243.5,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,465601.0,23.0,607306.0,30.0,,,,,,
ABIRATERONE ACETATE,JANSSEN,ZYTIGA,JOHNSON & JOHNSON,JOHNSON & JOHNSON*,L02B2 CYTO ANTI-ANDROGENS,L02B CYTO HORMONE ANTAGONISTS,L02 CYTOSATIC HORMONE THERAPY,L0 ANTINEOPLAST+IMMUNOMODUL,TOTAL MARKET,PRIVATE MARKET,MONO,2012.0,0250MG,TABS 250 MG 120,201212,20243.5,A ORAL SOLID ORDINARY,AA ORAL S ORD TABLETS,AAA ORAL S ORD TABLETS,4898929.0,242.0,7692533.0,380.0,10141997.0,501.0,10992224.0,543.0,2085082.0,103.0
ABIRATERONE ACETATE,JANSSEN,ZYTIGA,JOHNSON & JOHNSON,JOHNSON & JOHNSON*,L02B2 CYTO ANTI-ANDROGENS,L02B CYTO HORMONE ANTAGONISTS,L02 CYTOSATIC HORMONE THERAPY,L0 ANTINEOPLAST+IMMUNOMODUL,TOTAL MARKET,PRIVATE MARKET,MONO,2021.0,0500MG,TABS 500 MG 60,202106,20243.5,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,101218.0,5.0,60732.0,3.0,20244.0,1.0,,,40488.0,2.0
ABIRATERONE ACETATE,SUDAIR PHARMA COMP,TEROPROS,SUDAIR PHARMACEUTI,SUDAIR PHARMA COMP,L02B2 CYTO ANTI-ANDROGENS,L02B CYTO HORMONE ANTAGONISTS,L02 CYTOSATIC HORMONE THERAPY,L0 ANTINEOPLAST+IMMUNOMODUL,TOTAL MARKET,LPO,MONO,2025.0,0500MG,F.C. TABS 500 MG 56,202506,5703.0,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,,,,,,,,,102654.0,18.0
ABIRATERONE ACETATE,SUDAIR PHARMA COMP,TEROPROS,SUDAIR PHARMACEUTI,SUDAIR PHARMA COMP,L02B2 CYTO ANTI-ANDROGENS,L02B CYTO HORMONE ANTAGONISTS,L02 CYTOSATIC HORMONE THERAPY,L0 ANTINEOPLAST+IMMUNOMODUL,TOTAL MARKET,PRIVATE MARKET,MONO,2025.0,0500MG,F.C. TABS 500 MG 56,202506,5703.0,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,,,,,,,51327.0,9.0,28515.0,5.0
ABIRATERONE ACETATE,SUDAIR PHARMA COMP,TIGATRON,SUDAIR PHARMACEUTI,SUDAIR PHARMA COMP,L02B2 CYTO ANTI-ANDROGENS,L02B CYTO HORMONE ANTAGONISTS,L02 CYTOSATIC HORMONE THERAPY,L0 ANTINEOPLAST+IMMUNOMODUL,TOTAL MARKET,LPO,MONO,2025.0,0250MG,F.C. TABS 250 MG 120,202502,7668.5,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,,,,,,,904885.0,118.0,69017.0,9.0
ABIRATERONE ACETATE,SUDAIR PHARMA COMP,TIGATRON,SUDAIR PHARMACEUTI,SUDAIR PHARMA COMP,L02B2 CYTO ANTI-ANDROGENS,L02B CYTO HORMONE ANTAGONISTS,L02 CYTOSATIC HORMONE THERAPY,L0 ANTINEOPLAST+IMMUNOMODUL,TOTAL MARKET,PRIVATE MARKET,MONO,2025.0,0250MG,F.C. TABS 250 MG 120,202502,7668.5,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,,,,,,,30675.0,4.0,30674.0,4.0
ABROCITINIB,PFIZER,CIBINQO,PFIZER,PFIZER*,D05X0 OTH N-STER INFLAM SKIN,D05X OTH N-STER INFLAM SKIN,D05 NON-STER PRD INFLAM SKIN,D0 DERMATOLOGICALS,TOTAL MARKET,LPO,MONO,2022.0,0200MG,FC TABS 200 MG 28,202205,5311.5,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,,,143411.0,27.0,1365057.0,257.0,1513780.0,285.0,286821.0,54.0
